date,open,close,market,day
2015-09-29,0.579414,0.661146,42607700,1
2015-09-30,0.661192,0.738644,48636600,2
2015-10-01,0.7343069999999999,0.6902149999999999,54032300,3
2015-10-02,0.683732,0.678574,50328700,4
2015-10-03,0.678783,0.687171,49981900,5
2015-10-04,0.686343,0.668379,50556000,6
2015-10-05,0.666784,0.6286430000000001,49131600,7
2015-10-06,0.622218,0.650645,45863300,8
2015-10-07,0.650515,0.609388,47964700,9
2015-10-08,0.6095010000000001,0.6217159999999999,44955900,10
2015-10-09,0.655084,0.650628,48334900,11
2015-10-10,0.641187,0.627857,47325200,12
2015-10-11,0.6274609999999999,0.634963,46327500,13
2015-10-12,0.6345149999999999,0.62603,46864200,14
2015-10-13,0.627943,0.6076550000000001,46395200,15
2015-10-14,0.61224,0.522968,45250600,16
2015-10-15,0.523278,0.561878,38688300,17
2015-10-16,0.562593,0.5364949999999999,41608900,18
2015-10-17,0.534117,0.5471779999999999,39515900,19
2015-10-18,0.547913,0.517734,40550400,20
2015-10-19,0.517621,0.48901400000000006,38321300,21
2015-10-20,0.489629,0.434829,36261200,22
2015-10-21,0.43158900000000006,0.447329,31973600,23
2015-10-22,0.444988,0.567702,32977300,24
2015-10-23,0.5663699999999999,0.5396569999999999,41986400,25
2015-10-24,0.5396810000000001,0.5635899999999999,40022100,26
2015-10-25,0.563207,0.616039,41781300,27
2015-10-26,0.619743,0.731317,45991300,28
2015-10-27,0.7088899999999999,0.869641,52624300,29
2015-10-28,0.8709379999999999,1.0,64676600,30
2015-10-29,1.01,1.21,74675600,31
2015-10-30,1.21,1.04,89857400,32
2015-10-31,1.05,0.9166270000000001,77800300,33
2015-11-01,0.920847,1.06,68477200,34
2015-11-02,1.06,0.9897889999999999,78701400,35
2015-11-03,0.994568,1.01,74010000,36
2015-11-04,1.01,0.89905,75232400,37
2015-11-05,0.900699,0.8956370000000001,67070700,38
2015-11-06,0.9047719999999999,0.926032,67397100,39
2015-11-07,0.923732,0.927974,68833200,40
2015-11-08,0.9156610000000001,1.03,68254300,41
2015-11-09,1.03,0.9992780000000001,76991800,42
2015-11-10,1.0,0.934348,74685300,43
2015-11-11,0.9412959999999999,0.791829,70236200,44
2015-11-12,0.796455,0.895711,59448700,45
2015-11-13,0.9077219999999999,0.9040959999999999,67777000,46
2015-11-14,0.9054690000000001,0.888812,67631900,47
2015-11-15,0.891217,0.9063680000000001,66590200,48
2015-11-16,0.906166,0.9289620000000001,67730700,49
2015-11-17,0.924948,1.01,69157900,50
2015-11-18,0.9932139999999999,0.9933190000000001,74287700,51
2015-11-19,0.988713,0.9555319999999999,73976100,52
2015-11-20,0.955735,0.9249200000000001,71532500,53
2015-11-21,0.928758,0.97614,69535300,54
2015-11-22,0.979765,0.968018,73378800,55
2015-11-23,0.967493,0.9469690000000001,72484200,56
2015-11-24,0.946442,0.900191,70931100,57
2015-11-25,0.893827,0.8635370000000001,67010200,58
2015-11-26,0.863273,0.8841829999999999,64740900,59
2015-11-27,0.8821,0.867951,66174600,60
2015-11-28,0.868102,0.915703,65147000,61
2015-11-29,0.9141440000000001,0.8786139999999999,68625100,62
2015-11-30,0.879951,0.8731190000000001,66080400,63
2015-12-01,0.878316,0.8748,65980000,64
2015-12-02,0.8731709999999999,0.82121,65615700,65
2015-12-03,0.818546,0.8121430000000001,61530500,66
2015-12-04,0.812082,0.840041,61065700,67
2015-12-05,0.841195,0.8624379999999999,63276000,68
